id	filename	md5	size	state
230977e2-c061-4ef4-886c-28e3a22f47f5	230977e2-c061-4ef4-886c-28e3a22f47f5/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.46538af0-dd55-4753-b74c-79013d866b7e.txt	b46b20033aec1c5b26bb9ea2d4dfba89	5907	validated
23fad9dd-df90-424d-8d20-b44601d08964	23fad9dd-df90-424d-8d20-b44601d08964/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.7403aaa0-0d28-4e7c-b6d4-7c9a9fd16511.txt	27dbdb67afdc1410ace8a25df81f630d	5774	validated
24a6301f-a835-4da1-9fbb-b71c171729d4	24a6301f-a835-4da1-9fbb-b71c171729d4/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.46546d0c-c68d-4896-874d-a43c73367b03.txt	942d251c0388002666ecf3970ea540f7	5846	validated
24ca1571-6710-45ae-a7aa-81485a513608	24ca1571-6710-45ae-a7aa-81485a513608/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.b0cc55a7-282b-40de-81b2-58ce7ca1d082.txt	2e50925b83510997adfc5ca3ac47e3ab	5853	validated
24fd0a40-35b3-4ed6-9a85-f04177988b23	24fd0a40-35b3-4ed6-9a85-f04177988b23/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.5808b35f-107d-44a3-855a-10b5370c180f.txt	4d8a335cbf8a7e5c29460149bb8eb4e1	6133	validated
252ebcc2-a88c-4810-8049-63d59733e5ea	252ebcc2-a88c-4810-8049-63d59733e5ea/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.f15473f4-c0fc-4b7b-82e7-14ac213bec7d.txt	145a5a7422acc017c5984c4bab6ccded	6102	validated
255946c6-ac44-4b93-a85f-16c6551c5c6d	255946c6-ac44-4b93-a85f-16c6551c5c6d/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.88f77796-6e53-4004-b996-daf4a9d277b0.txt	66dbe3b3a2bba724bf1b3dd251cebd43	5881	validated
26545390-6c68-4ee6-9fd1-9a1551d2944c	26545390-6c68-4ee6-9fd1-9a1551d2944c/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.dc594807-719a-40d9-b16c-d5e8f9d36618.txt	572013af6c280c08761da976aed2cf48	5856	validated
2736d298-12d4-4b77-a0f4-2e557551ef6c	2736d298-12d4-4b77-a0f4-2e557551ef6c/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.ef363e52-a7ac-4126-b379-59eb7e15d8b8.txt	cbaab419c31cb4dfa178687a53cf3825	6105	validated
27911031-14cd-42f4-a030-276928ea2bda	27911031-14cd-42f4-a030-276928ea2bda/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.152ded50-5f0f-4824-ae75-4e8d6a662801.txt	59d1b97fa8605027ec51c1c972b2b88b	5991	validated
27f164bd-41aa-4e07-9cb7-ff6df7e7fecc	27f164bd-41aa-4e07-9cb7-ff6df7e7fecc/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.f72ff5f1-e84b-4e78-83a4-5e422303679a.txt	4bfc3565bff25818f83e1b2c947d2659	5992	validated
287c0914-cc72-4129-8ee7-516f049fc6ed	287c0914-cc72-4129-8ee7-516f049fc6ed/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.1f58530e-6717-4f3e-a9a4-77c5510d8601.txt	184a6883c60ec3390737763f684f2ef2	6157	validated
2886fc7e-3a3d-461b-be11-4d64096a980d	2886fc7e-3a3d-461b-be11-4d64096a980d/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.c29524e7-9090-4a4a-bc79-408f4bd8e767.txt	70d44211ade68caccf007447267f148e	5911	validated
2ab94df6-d558-4513-95a1-92f0cd4275e0	2ab94df6-d558-4513-95a1-92f0cd4275e0/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.7e55da41-a765-453f-af47-dc2175559916.txt	cb95b832a6cd1abcd1c0f6b078d988ec	5892	validated
2af714c4-b07c-40fa-a8fe-f8606a4f94ae	2af714c4-b07c-40fa-a8fe-f8606a4f94ae/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.efb53f89-6737-4a60-bcae-2813882d9d4c.txt	0f954bc881c79d4fc6926e04dd98ab0a	5808	validated
2af90633-a7d9-4322-a635-60a9861b68b8	2af90633-a7d9-4322-a635-60a9861b68b8/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.150b6b4c-af07-44ce-9bb8-b57e6168f565.txt	15b145185441889c60d6593bd70bbb31	5920	validated
2bd08ab0-cf1b-47ab-91bf-35d21ded6d04	2bd08ab0-cf1b-47ab-91bf-35d21ded6d04/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.83e4b8f7-4dbe-44bd-8737-9512e418bfa2.txt	c5030393aacd887df5968e85609dd52f	6089	validated
2d485632-8c54-4e56-8e2f-1b5e3108e394	2d485632-8c54-4e56-8e2f-1b5e3108e394/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.080248c1-abed-4e34-b33a-51c45b9b4fd1.txt	e8ab14494f117284a60143ec9592dbeb	5781	validated
3050805f-982d-4d4d-84a2-500800414ce1	3050805f-982d-4d4d-84a2-500800414ce1/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.535d6439-be95-4634-a88f-9277c9647810.txt	0dcf894f5890973aed792b0b88e17b92	5547	validated
30c6a970-9c20-4a62-98d8-6a41d5ed2f8c	30c6a970-9c20-4a62-98d8-6a41d5ed2f8c/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.5aac1046-2cb5-45c5-83cc-4d965722a97b.txt	c998c65a948e5427e7c5d2200db8aad9	6033	validated
358a3870-8dfa-442c-9190-1f9fe973821a	358a3870-8dfa-442c-9190-1f9fe973821a/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.9db41fdc-efd2-4999-918a-61199d9f3571.txt	ea71858416bc3e1b66329e3ddfc5e844	5895	validated
35e89044-68c0-4ae5-8cd1-d15c3e37c192	35e89044-68c0-4ae5-8cd1-d15c3e37c192/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.E9F6189D-E7EE-48FB-A61C-2C8D4CF01550.txt	6676756c1fba666485e7b06aceb90974	5981	validated
374f0302-534c-41ef-8596-416f5c1dcd24	374f0302-534c-41ef-8596-416f5c1dcd24/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.f3ebb084-c9cd-486d-8dca-0c661921e401.txt	3a763fefe3bb6a2cb4ebb8e7f02f2922	6258	validated
37ebdc1a-50fa-4173-8f86-459e58d16894	37ebdc1a-50fa-4173-8f86-459e58d16894/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.f8f3fffc-4e71-4000-98f4-bd91286aabc3.txt	20a3e5edac07ab27617a0742da6709fd	5896	validated
39e044c0-4b7a-452c-a9b9-363b4cd33a63	39e044c0-4b7a-452c-a9b9-363b4cd33a63/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.99585ff1-09dd-44a2-bf7d-d675ded1e3ba.txt	75aa4873bce0be3100d17252f523c1b2	5677	validated
39fa6f23-4866-4b91-970f-cbc689d5b84e	39fa6f23-4866-4b91-970f-cbc689d5b84e/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.601a9a0a-64f8-46c4-b335-71a047cc3001.txt	3940123b4e45845cc093d6c6c32fb2c9	6184	validated
3ca589a3-4004-4e61-abd2-3cae44993ff9	3ca589a3-4004-4e61-abd2-3cae44993ff9/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.4db7fb95-2ea7-41c9-a7d6-91aea77da823.txt	08f07a33244103d62ca852ac0dfd4001	5954	validated
3cb5918e-7738-49bf-99b1-7bcef1f679fc	3cb5918e-7738-49bf-99b1-7bcef1f679fc/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.e7d0ae11-32cb-4949-8912-09c79fd104f1.txt	e7ced36c81d9afaf4af61c663d73d480	6202	validated
3cc5ff87-894f-4400-ad88-f4d0c520fdbe	3cc5ff87-894f-4400-ad88-f4d0c520fdbe/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.2ce4d637-7957-4afe-bdbc-4f8c970a4c0d.txt	e8795978f117a067cce30cf9183b879d	5840	validated
3ddf840f-99b1-446a-88bd-f946cb59cd04	3ddf840f-99b1-446a-88bd-f946cb59cd04/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.10cf9362-627b-4377-910a-f86386629a18.txt	3b64b232da13d9b7459c21498d74b6de	5801	validated
3e937cfb-19e6-4851-a42c-4adc7d9aca55	3e937cfb-19e6-4851-a42c-4adc7d9aca55/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.58c26f51-eda9-4e03-bb0d-76841b30dd3b.txt	afd07ce916c824180ae3c1374e93fad0	5901	validated
3f243762-9dfa-4495-8b3e-d304a40badbf	3f243762-9dfa-4495-8b3e-d304a40badbf/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.9dd52428-ff30-4243-867d-03c0a5ac544c.txt	b4e9d1758cfbd9b415f8eb26e46da98a	5922	validated
4069e8f5-7a9d-4fab-8d0b-7991079a0b2f	4069e8f5-7a9d-4fab-8d0b-7991079a0b2f/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.6f9a8ffa-448b-4227-9e3e-f574519692fb.txt	4fc166cef8b92781dbcf9f5751a05943	6003	validated
408e8c00-c56e-46a4-8341-36f23a85c242	408e8c00-c56e-46a4-8341-36f23a85c242/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.1160c00e-509b-442a-bdc7-e80122ade8c3.txt	88cfe1be9bf519d80ba10857b56b62d8	5956	validated
423e7c2b-4dfc-4a81-819b-d7ebb23b4f94	423e7c2b-4dfc-4a81-819b-d7ebb23b4f94/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.4bd90850-af4b-44b1-9f36-c9c5f069b093.txt	748b0b27e9509926bc079a7beb57a29b	5856	validated
44f4d02e-7d43-4f77-9296-e1fed9733b1c	44f4d02e-7d43-4f77-9296-e1fed9733b1c/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.ff4890d1-67e8-4d62-b116-2b049753f6ee.txt	a825fe8b93a2e00d46d3d326ef233212	5910	validated
451679a5-044c-4b5a-89f9-243dc400b6c9	451679a5-044c-4b5a-89f9-243dc400b6c9/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.ee515c71-5304-4c6e-be4e-9fdda8cc33e3.txt	db8524ebc2100267b46f8aade158ebda	5920	validated
453842fb-1f13-4eb3-8334-3164051fd7a1	453842fb-1f13-4eb3-8334-3164051fd7a1/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.6b14af2a-4ab8-411d-b021-8584038524ea.txt	9748e64fcd55e725431c92ca393f0879	5992	validated
46b2ba8d-a816-4e4f-ad72-44156b14dcaa	46b2ba8d-a816-4e4f-ad72-44156b14dcaa/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.256dba19-5a06-4864-afa0-0f2cb2865f2b.txt	1f88b42c3718f6886a7fd79f87fd8969	6047	validated
4862c703-7e6d-4e0e-80c3-ec58ab3baf71	4862c703-7e6d-4e0e-80c3-ec58ab3baf71/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.82a866c5-37d5-44bf-ac7e-2f0ea1860990.txt	9ad6b029f0f3ebfee7e618b19f6c97e6	6134	validated
49da03dd-85b4-4cf7-a101-cd4df30221cd	49da03dd-85b4-4cf7-a101-cd4df30221cd/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.a471846e-b17f-40df-9dbd-c2c4cb580fb4.txt	0ed2b69fc813790d7530b504584e9f49	5883	validated
4c81062a-a8d4-4e53-94d7-2fd4f064758a	4c81062a-a8d4-4e53-94d7-2fd4f064758a/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.9f920614-c96a-4335-bbbd-e4a7b97a4136.txt	1745be8a33f7267dbfce4c8249ead347	6251	validated
4ebcfe90-b370-4595-a7b7-3be64f591db4	4ebcfe90-b370-4595-a7b7-3be64f591db4/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.616b8910-4664-479e-b880-f012db8f0198.txt	4611ba2c539dae611c9c482eef3c8f98	6056	validated
50209632-9748-49b0-8cb8-1bfcc37b496f	50209632-9748-49b0-8cb8-1bfcc37b496f/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.0addd9ee-dd84-44d7-baa9-6ceb1970a97f.txt	e4fb16416c93ae084a98b32f0118deeb	5938	validated
50d5ad9d-12dc-4f47-b1fe-34db40df9f96	50d5ad9d-12dc-4f47-b1fe-34db40df9f96/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.43a300a5-5f7b-4639-859b-cf5afe301efa.txt	7d4c3c9437ff8711a599580d7be7eb12	5827	validated
51413bb4-be31-4737-bedd-12da101ae9d3	51413bb4-be31-4737-bedd-12da101ae9d3/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.7d1d7b71-cf07-4755-92c2-271d662d0019.txt	0b767563bd70552e248148016b6121fc	5767	validated
51625331-55df-4b36-a46b-db3835aafe22	51625331-55df-4b36-a46b-db3835aafe22/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.2d894d78-a75e-4789-acea-4066b7030818.txt	e4b7f1f8f708cc7c7a6a9924e83e4187	5675	validated
52ca2aa8-9b80-4c33-a18c-b1e6381a1347	52ca2aa8-9b80-4c33-a18c-b1e6381a1347/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.b85e2f63-0899-40bc-bad1-3110dba9b83e.txt	164c51ae08e5bc48ce9f9f283861747c	6061	validated
54f3fdf8-1b59-406d-9698-a6850a341d00	54f3fdf8-1b59-406d-9698-a6850a341d00/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.9f726ed0-1d19-41e9-b0ac-58ed5321c549.txt	4bd462fa8cd07a41c4962d50acb04624	6287	validated
560151a3-9f7c-4e52-9d7c-9de0f272b0cd	560151a3-9f7c-4e52-9d7c-9de0f272b0cd/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.b1d3644b-8d22-4a19-854b-cf629a47ab86.txt	7a7725778afefa46fc450ff314f3a63c	5947	validated
560c9102-dec5-4b85-9ad3-fe75fb6f9ed2	560c9102-dec5-4b85-9ad3-fe75fb6f9ed2/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.bbc7c414-e324-436a-8fb6-d8eb9eb90ec6.txt	f2f3267ebdfb98d8e95b878062cd1ab9	5885	validated
583c1818-f261-4503-bab6-658e7e8f50bd	583c1818-f261-4503-bab6-658e7e8f50bd/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.13466f39-ae8a-4426-93a0-ce9f80b85b2f.txt	7f096634dd177437ae98048f4a55c9b8	5859	validated
59b4d0a2-4514-4ec5-b1b9-5304717baee4	59b4d0a2-4514-4ec5-b1b9-5304717baee4/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.547ffa10-748d-47d9-ba26-ed62fe26109e.txt	58fc95350ea04c30b78bd7bc7bf0d35a	5962	validated
5ba2f80a-d749-4e3a-b7d2-49a73821be81	5ba2f80a-d749-4e3a-b7d2-49a73821be81/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.65f38da2-027b-4c58-91c9-725469ff3415.txt	0c560f649ba3166c0a9651fa7558c286	6091	validated
5c718137-22d4-448c-9915-2aa8bf7ad9ac	5c718137-22d4-448c-9915-2aa8bf7ad9ac/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.e44f5c03-1737-4400-aaf9-4ef8be13dae9.txt	ec10e6fc823b67bf1cb162129510820d	6271	validated
5c88c359-3392-417d-838e-5ce9deab087b	5c88c359-3392-417d-838e-5ce9deab087b/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.54cc97d7-a00c-440f-88fe-1be331422147.txt	9061e933746850fad1ad6c83dbec84be	6116	validated
5d3aedf1-c210-452a-b09d-a6da99ada1e5	5d3aedf1-c210-452a-b09d-a6da99ada1e5/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.fc32f1f9-8457-498e-894e-e73aac10586a.txt	c58ba3390cb2d778d804e899edfc27c8	6263	validated
5ded07b9-e91b-4211-8ff4-20904c798d95	5ded07b9-e91b-4211-8ff4-20904c798d95/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.79ef6ff8-6029-4c8d-9480-67cf9b00a0e1.txt	c6860c0233f23f09784a99ad592ae9dd	5816	validated
5f780fc3-4e6e-4f83-bbd5-99fce70f067b	5f780fc3-4e6e-4f83-bbd5-99fce70f067b/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.0570d1aa-b365-4ef1-be78-9fcc56c38b08.txt	7bee817d010dccf0d25f330cf2f11aee	5903	validated
61737f82-0ba7-4b7b-91d2-7ca02aa1e0b1	61737f82-0ba7-4b7b-91d2-7ca02aa1e0b1/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.571d0b0a-9c31-42e0-8d55-e83363bf06cb.txt	fc95ffe477c81cd5e3c65dec2d3b1a1d	5864	validated
63763864-b647-4708-a96c-cdd635b6343b	63763864-b647-4708-a96c-cdd635b6343b/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.646e2985-6966-48c4-bc5f-50d4eaa9714f.txt	91781772f0f042ed913c9e8df636183c	5745	validated
64e6793c-8100-43f6-b6ee-a9b92ed083ee	64e6793c-8100-43f6-b6ee-a9b92ed083ee/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.6ffa2e82-b35c-44cb-ab41-56efaa0d3e90.txt	5f25446485e565f0fccfaf2924cd11df	6154	validated
65f15a38-f292-4ea8-96a9-3465a84d8b86	65f15a38-f292-4ea8-96a9-3465a84d8b86/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.27843d7c-55e0-4b81-9463-13865d275de0.txt	3e2851c39ac9516ab126aafb163a57b6	5774	validated
670174d0-f881-4e6f-b774-4cf052451e5b	670174d0-f881-4e6f-b774-4cf052451e5b/mdanderson.org_GBM.MDA_RPPA_Core.protein_expression.Level_3.ab877aac-d4e5-4404-9768-d8e5f64b71a8.txt	6b0842f67383a629f29cd3c7c96cae3c	6000	validated
